20000
8.1994083e-05 0.8018595 0.42778626 0.0092330072 0.38367802 -0.88971806 0.13858891
8.1994083e-05 -1.1648989 2.1277618 -0.084827065 0.82725441 0.48014039 0.021785855
8.1994083e-05 0.53774768 0.85324556 0.028812081 0.77710724 -0.46550611 0.1096015
8.1994083e-05 0.65789795 0.0051443819 -0.030523229 -0.17251742 -1.1327125 0.085342281
8.1994083e-05 -2.9657407 -0.15964654 -0.014963678 -0.038579561 1.0477235 -0.01877271
8.1994083e-05 1.8911326 1.1481923 0.0023389636 0.50503898 -0.79170448 0.017559549
8.1994083e-05 2.7504463 -0.42883325 0.11669757 -0.14338167 -1.0141137 -0.046319276
8.1994083e-05 -0.046937089 1.1285586 0.0098978821 0.71421105 0.20875849 0.043276034
8.1994083e-05 0.93898177 -1.6420444 0.030131655 -0.72235876 -0.63953853 -0.018702153
8.1994083e-05 -0.66596586 -0.066061005 0.012198966 -0.16110967 0.99899548 -0.37783101
8.1994083e-05 -0.74291468 3.6281548 -0.021211725 0.93053854 0.19725306 -0.0040619057
8.1994083e-05 2.3223128 0.18515015 0.046019718 0.12194507 -0.95436728 -0.075132474
8.1994083e-05 -0.84801018 -4.4066439 -0.03865511 -0.89765584 0.18388039 0.0020553088
8.1994083e-05 0.38355285 -0.65505803 -0.047729325 -0.76848829 -0.52337682 0.11664578
8.1994083e-05 -0.36564082 0.45986199 -0.0016484187 0.73472774 0.47087574 0.094768122
8.1994083e-05 0.71215111 -0.69688648 -0.0018620986 -0.59244084 -0.60851783 -0.037891347
8.1994083e-05 -3.7145412 1.0980911 -0.033220436 0.28511986 0.91659147 -0.034167901
8.1994083e-05 0.07361763 -1.0723282 0.043415826 -1.0259993 -0.086596213 0.049643226
8.1994083e-05 -3.1370354 2.5445454 -0.048654843 0.65274382 0.69943511 0.0031104118
8.1994083e-05 2.2296436 1.5822737 0.075207852 0.49050447 -0.80082381 0.06601803
8.1994083e-05 -1.1013433 -2.4825945 -0.0081843715 -0.85009986 0.47941074 -0.01079224
8.1994083e-05 -1.0398586 3.3139849 -0.013255713 0.94147104 0.23173597 -0.0067735189
8.1994083e-05 -3.4318342 0.53181726 -0.023162615 0.16685505 0.93804961 -0.033685796
8.1994083e-05 -0.41607282 0.93596733 0.020321006 0.85266882 0.39237803 0.1931064
8.1994083e-05 -0.24084413 0.055375576 0.047171235 0.28081736 1.1026418 0.025329746
8.1994083e-05 0.63401628 -2.1625619 0.032552361 -0.9663161 -0.1409978 -0.004324656
8.1994083e-05 1.1126155 -0.45564201 -0.023238238 -0.34515238 -0.87014157 0.045529466
8.1994083e-05 0.82956988 -0.97157097 -0.01822621 -0.84423822 -0.5622952 -0.097781658
8.1994083e-05 -0.45420176 -1.0158837 0.024627654 -0.82584304 0.4172501 0.091929667
8.1994083e-05 0.98707438 1.2101847 0.034673557 0.89372206 -0.56576729 0.014539593
8.1994083e-05 -0.99943101 -3.7332876 0.0060161892 -0.90302801 0.2547178 -0.031156592
8.1994083e-05 -0.099339589 -0.27606082 -0.053591624 -0.97522748 0.45198959 0.017881611
8.1994083e-05 -3.3499424 -1.9882601 0.069918104 -0.48037347 0.76052898 0.027420832
8.1994083e-05 0.67411429 -1.6477696 0.014572109 -0.86801565 -0.10304005 0.11445185
8.1994083e-05 -1.1405581 0.46117052 -0.0061638178 0.099130064 0.97707033 0.13857491
8.1994083e-05 -0.33513069 0.46199259 0.04400957 0.82861543 0.73224324 -0.010759342
8.1994083e-05 0.30241114 1.3271489 0.041549157 0.76705545 -0.22042905 0.0046056537
8.1994083e-05 2.3237054 0.60222006 -0.088621818 0.2383077 -0.95718014 -0.014913434
8.1994083e-05 -1.5129693 -0.53314579 -0.066047318 -0.25726101 0.86547148 0.070755005
8.1994083e-05 0.91685796 0.97560042 0.020453963 0.62231034 -0.5385437 -0.044538673
